11,11,11,7,11,7,11,11,11,7,11,12,7,7,7,6,7,6,7,7,7,6,7,11,7,6,5,6
13,12,16,12,13,12,6,12,13,12,16,12,13,12,6,12,13,12,16,12,13,12,6,12
11,3,7,3,11,3,12,3,7,-7,6,-7,5,3,5,6,1,5,1,6,1,11,1,5,1,4,1,3,3,5
4,-6,3,-6,2,-6,4,-6,3,-3,2,-3,1,-3,3,-3,2,-4,1,-4,-7,-4,-6,-4,-6,-6,-7
