3,1,2,-6,3,2,1,2,-6
3,1,2,2,5,3,-7,1
1,-7,-6,-7,1,2,-5,6,5,3,3
2,1,2,3,2,3,2,3,5,5,5,5,5,5,5
3,1,2,-6,3,2,1,2,-6
3,1,2,2,2,5,3,-7,1
1,-7,-6,-7,1,2,-5,6,5,3,3
2,1,2,3,2,-5,-6,-6,1,-6
3,6,6,5,6,5,6,11,6
3,6,6,5,6,11,7,5,6
3,6,6,5,6,5,6,5,6
3,6,6,5,6,11,7,5,6
1,1,1,1,1,1,1
