-6,-7,1,-7,1,3,-7
-3,-6,-5,-6,1,-5
-3,-4,-3,-4,1,1,-3
1,-7,-4,-4,-7,-7
-6,-7,1,-7,1,3,-7
-3,-3,-6,-5,-6,1,-5
-3,-4,1,-7,-7,1,2,3,1
1,-7,-6,-7,-5,-6
1,2,3,2,3,4,5,2
-5,2,1,-7,1,1,1,2,3,3
-6,-7,1,-7,1,2,1,-5,-5
4,3,2,1,3
-6,-7,1,-7,1,3,-7
-3,-6,-5,-6,1,-5
-3,-4,1,-7,-7,1,2,3,1,1
1,-7,-6,-7,-5,-6
