6,7,8,8,7,8,10,7,7,0,3,6,6,5,6,8,5,0,0,3,4,4,3,4,8,3,0,0,8,8,8,7,7,4,4,7,7,7,0,6,7,8,8,7,8,10,7,0,0,3,6,6,5,6,8,5,0,0,0,3,4,8,7,7,8,9,9,10,8,0,8,7,6,7,5,6,0
1,2,3,1,0,1,2,3,1,0,3,4,5,0,3,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,0,5,0,5,0,6,0,6,0,5,0,4,0,4,0,3,0,3,0,2,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
